SURVEY,YEAR,SITE,TREATMENT,BLOCK,PLOT,SPECIES,ORIGINAL_TAG,NEW_TAG,DEAD,HEIGHT,AXIS_1,AXIS_2,CIRC,MEASUREMENT,STEMS
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1749,NA,N,2.95,2.7,3,20.4,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1749,NA,N,2.9,3.4,3.25,24,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1749,NA,N,2.95,3.1,4,20,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1749,NA,N,2.55,4,3.6,27,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1750,NA,N,2.05,2.5,2.6,13.5,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1750,NA,N,2.4,3.1,3,13.4,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1750,NA,N,2.6,4,3.6,16,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1750,NA,N,2.6,3.4,3.3,25,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_etbaica,1750,NA,N,3.15,4.7,4.7,22,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1761,NA,N,2.55,4.9,4.2,24.3,D,4
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1761,NA,N,2.74,5.8,6.3,15.9,D,4
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1761,NA,N,2.8,5.4,6.1,40,C,4
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1761,NA,N,2.7,6,5.6,43,C,2
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1761,NA,N,3.27,3.7,3.5,22,D,3
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1762,NA,N,2.44,3.1,2.85,13.2,D,4
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1762,NA,N,2.2,3.9,4.9,16.8,D,4
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1762,NA,N,2.55,5.6,5.7,18,C,7
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1762,NA,N,2.5,4.5,4.5,25,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1762,NA,N,3.39,5.2,5.1,NA,NA,3
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1763,NA,N,2.62,2.25,1.9,12.7,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1763,NA,N,2.5,2.9,4.2,12.8,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1763,NA,N,3.8,2.5,3.2,15,C,3
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1763,NA,N,2.8,4.8,3.6,18,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1763,NA,N,3.55,3.9,3.8,19,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1764,NA,N,2.4,2.05,1.45,8.5,D,2
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1764,NA,N,2.55,2.5,2.6,8,D,2
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1764,NA,N,2.8,2.75,3.2,10,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1764,NA,N,2.65,3.3,2.6,13,C,2
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1764,NA,N,3.39,3.5,3.2,12,D,2
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1765,NA,N,1.8,2.1,1.5,10.8,D,4
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1765,NA,N,1.7,2.7,2.8,9,D,5
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1765,NA,N,1.85,3,3.5,14,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1765,NA,N,1.8,3.2,3.1,13,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1765,NA,N,2.3,4.3,4.2,11,D,2
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1766,NA,N,2.15,2.6,3.15,18.6,D,2
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1766,NA,N,2.08,5,4.7,18.3,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1766,NA,N,2.1,3.6,4.5,21,C,2
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1766,NA,N,1.85,4.9,4.5,24,C,2
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1766,NA,N,2.3,5.3,4.8,10.5,D,2
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1767,NA,N,2.3,1.8,2.1,17.3,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1767,NA,N,2.74,2.6,2.1,8,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1767,NA,N,2.95,2.8,2.3,22.5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1767,NA,N,3.45,3,2.7,27,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1767,NA,N,3.15,3.6,3.4,19,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1768,NA,N,2.84,2.15,1.4,23.3,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1768,NA,N,1.9,4.1,3,21,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1768,NA,N,2.79,4.8,4.9,54,C,2
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1768,NA,N,3.3,5.3,5.9,30,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1768,NA,N,4.06,6.4,5,30,D,2
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1769,NA,N,1.6,2.1,1.5,10.7,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1769,NA,N,1.6,2.75,2.7,7.6,D,5
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1769,NA,N,1.6,3,3.4,10,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1769,NA,N,1.55,3.3,3,12,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1769,NA,N,1.8,3.8,3.8,10,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1770,NA,N,2.15,1.85,1.6,12.7,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1770,NA,N,2.22,2.6,3,12.9,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1770,NA,N,2.2,2.6,3.9,15,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1770,NA,N,1.9,3.7,4,20,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_mellifera,1770,NA,N,2.47,4.9,4.8,11,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1781,NA,N,2.65,3.1,2.6,11.1,D,6
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1781,NA,N,2.95,2.8,3.7,10.1,D,6
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1781,NA,N,3.1,4.3,3.5,10,C,3
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1781,NA,N,2.6,4,3.1,12,C,6
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1781,NA,N,3,4.2,4,10,D,7
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1782,NA,N,2.95,2.65,1.4,6.4,D,6
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1782,NA,N,2.5,2.1,2,5.8,D,5
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1782,NA,N,3.14,2.4,2.55,6.5,C,5
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1782,NA,N,1.9,2,1.9,7,C,6
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1782,NA,N,2,2.5,2.2,7,D,4
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1783,NA,N,2.74,1.4,1.8,12.3,D,7
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1783,NA,N,3.4,3,2.9,11.8,D,10
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1783,NA,N,3.3,2.6,3.2,13,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1783,NA,N,3.2,3,4.1,13,C,9
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1783,NA,N,3.45,4,3.5,12,D,5
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1784,NA,N,2.82,2.15,1.8,6.3,D,6
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1784,NA,N,3.15,2.4,2.3,6.1,D,11
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1784,NA,N,3.74,2.2,2.6,7.5,C,8
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1784,NA,N,3.6,3.5,3,10,C,11
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1784,NA,N,4.3,3.9,3.3,8.5,D,6
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1785,NA,N,2.45,1.8,1.75,7.2,D,5
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1785,NA,N,2.54,2.1,2.2,4.5,D,8
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1785,NA,N,2.7,3.3,2.1,7.5,C,3
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1785,NA,N,2.4,2.5,2,6,C,4
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1785,NA,N,2.95,3,2.4,5.5,D,2
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1786,NA,N,1.94,2,1.4,5.6,D,8
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1786,NA,N,2.15,1.6,2.1,5.7,D,10
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1786,NA,N,2.25,2.4,2.5,6,C,NA
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1786,NA,N,2.45,2.3,2.1,6,C,10
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1786,NA,N,2.5,2.9,2.8,6,D,4
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1787,NA,N,2.8,1.4,1.1,10.6,D,2
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1787,NA,N,2.95,1.8,1.7,9.2,D,2
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1787,NA,N,3.55,2.6,2.55,11,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1787,NA,N,3.15,3,2.8,10,C,3
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1787,NA,N,4.25,3.2,2.9,12,D,3
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1788,NA,N,3.2,3.05,2.23,9.4,D,5
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1788,NA,N,3.6,4.1,4.3,8.3,D,6
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1788,NA,N,3.7,4.8,4.7,11,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1788,NA,N,3.8,6.8,6.3,13,C,6
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1788,NA,N,3.6,7.2,6.9,12.5,D,8
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1789,NA,N,2.62,2.7,2.5,6.1,D,21
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1789,NA,N,2.84,2.3,2.6,5.8,D,16
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1789,NA,N,2.8,2.6,2.9,6,C,NA
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1789,NA,N,2.9,3.4,3.2,7,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1789,NA,N,3.18,4.3,4.1,5,D,14
1,2009,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1790,NA,N,2.05,0.75,0.5,5.1,D,4
2,2010,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1790,NA,N,2.1,0.6,0.5,4.4,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1790,NA,N,2.1,1,0.7,5,C,11
4,2012,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1790,NA,N,1.98,1,1.2,7,C,2
5,2013,CENTRAL,MESO,1,C1MESO,Acacia_brevispica,1790,NA,N,2.45,1.4,1.2,5.5,D,3
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1801,NA,N,1.62,1.71,1.54,10.3,D,6
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1801,NA,N,1.7,2.4,2.2,3.9,D,10
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1801,NA,N,2,2.5,2.6,7,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1801,NA,N,2.2,2.3,3,10,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1801,NA,N,2.35,3.6,3,9.5,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1802,NA,N,1.25,0.97,0.95,3.5,D,7
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1802,NA,N,1.4,1.45,1.5,4,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1802,NA,N,1.6,1.6,1.5,5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1802,NA,N,1.7,7.9,2.3,6,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1802,NA,N,2.35,2.8,2.1,7,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1803,NA,N,2.79,1.71,1.75,14.1,D,3
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1803,NA,N,2.85,2.05,2.4,13.2,D,3
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1803,NA,N,2.8,2.8,3,14.5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1803,NA,N,2.6,3,2.8,15,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1803,NA,N,2.5,2.5,2.4,9,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1804,NA,N,1.44,0.93,0.77,3.3,D,3
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1804,NA,N,1.4,1.2,1,4,D,5
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1804,NA,N,1.3,1.2,1.3,5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1804,NA,N,1.45,2.8,1.6,6,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1804,NA,N,1.49,1.5,1.5,5,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1805,NA,N,1.3,1.15,0.65,7.3,D,5
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1805,NA,N,1.6,1.4,1.5,7.8,D,5
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1805,NA,N,1.7,1.4,1.3,8.5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1805,NA,N,1.55,1.3,1,6,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1805,NA,N,1.45,1.6,1.4,6,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1806,NA,N,0.95,1.4,1.12,4.9,D,6
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1806,NA,N,1.05,0.95,1,5.8,D,4
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1806,NA,N,1.1,1.4,1.2,6.4,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1806,NA,N,1.4,1.6,1.3,5,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1806,NA,N,1.07,1.8,1.6,6,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1807,NA,N,1.53,1.28,1.55,7.5,D,8
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1807,NA,N,1.5,1.95,1.6,4.2,D,8
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1807,NA,N,1.7,1.7,2.1,7,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1807,NA,N,1.85,2.7,2.3,5,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1807,NA,N,2.2,2.6,2.4,5.5,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1808,NA,N,2.59,1.75,1.47,24.7,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1808,NA,N,2.6,2.35,2.3,8,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1808,NA,N,2.65,2,2.35,9,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1808,NA,N,2.75,3,2.8,10,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1808,NA,N,2.15,3.9,3.2,7,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1809,NA,N,2.17,2.2,2.7,20.9,D,1
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1809,NA,N,2.15,2.7,3,22.2,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1809,NA,N,2.5,2.9,2.6,23.5,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1809,NA,N,2.2,4,3.9,25,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1809,NA,N,2.64,2.4,2.2,8.5,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Croton,1810,NA,N,2.27,2.26,3.1,11.6,D,3
2,2010,CENTRAL,MESO,1,C1MESO,Croton,1810,NA,N,2.5,3,3.5,20.9,D,2
3,2011,CENTRAL,MESO,1,C1MESO,Croton,1810,NA,N,2.8,2.6,3.5,21,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Croton,1810,NA,N,1.9,2.6,2.2,8,C,1
5,2013,CENTRAL,MESO,1,C1MESO,Croton,1810,NA,N,2.49,3,2.6,13,D,1
1,2009,CENTRAL,MESO,1,C1MESO,Balanites,1821,NA,N,5.44,6,6,45,C,1
2,2010,CENTRAL,MESO,1,C1MESO,Balanites,1821,NA,N,5.14,5,5.6,34.7,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Balanites,1821,NA,N,5.55,5.3,4.3,50,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Balanites,1821,NA,N,5.5,7.2,7.9,50,D,1
5,2013,CENTRAL,MESO,1,C1MESO,Balanites,1821,NA,N,5.78,8.6,8.1,49.5,C,1
1,2009,CENTRAL,MESO,1,C1MESO,Balanites,1822,NA,N,4.16,3.5,NA,36.5,D,2
2,2010,CENTRAL,MESO,1,C1MESO,Balanites,1822,NA,N,5.2,4.5,3.95,36.4,D,1
3,2011,CENTRAL,MESO,1,C1MESO,Balanites,1822,NA,N,5.07,4.7,5.2,NA,C,1
4,2012,CENTRAL,MESO,1,C1MESO,Balanites,1822,NA,N,4.8,6,5.5,60,D,1
5,2013,CENTRAL,MESO,1,C1MESO,Balanites,1822,NA,N,5.39,5.8,5.4,NA,NA,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1841,NA,N,2.74,2.85,1.9,22.4,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1841,NA,N,2.74,3.1,2.7,18.8,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1841,NA,N,3,3.3,3.4,26,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1841,NA,N,3.1,3.1,3,31,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1841,NA,N,3.6,4.1,3.5,33,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1842,NA,N,1.42,2.1,1.5,15.3,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1842,NA,N,1.6,2.3,2.8,9.6,D,3
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1842,NA,N,1.8,2.7,1.8,12,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1842,NA,N,1.8,3.6,3,14,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1842,NA,N,1.9,3.5,3.2,12,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1843,NA,N,3.1,3.2,2.4,23.6,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1843,NA,N,3.25,3.8,3.7,25.2,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1843,NA,N,3.25,5,4.9,28,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1843,NA,N,2.82,5.1,4,30,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1843,NA,N,3,4.9,4.4,28.8,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1844,NA,N,2.5,4,3.55,50.5,C,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1844,NA,N,2.7,5.5,5.2,50.3,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1844,NA,N,3,5.4,5.5,30,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1844,NA,N,2.55,6.4,5.7,50,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1844,NA,N,2.9,6.7,6.7,52,C,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1845,NA,N,1.8,2.4,1.6,17,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1845,NA,N,2.04,2.2,2.4,18.5,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1845,NA,N,2.25,3.4,2.9,23,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1845,NA,N,2.2,2.9,2.6,12,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1845,NA,N,2.9,3.3,3.2,22,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1846,NA,N,2.25,2.95,2.15,21.4,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1846,NA,N,2.45,3.1,3,17,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1846,NA,N,2.35,3.5,3.7,23,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1846,NA,N,2.2,3.7,3.2,25,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1846,NA,N,2.53,4.5,4,26,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1847,NA,N,2,2.1,1.8,12.3,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1847,NA,N,2.1,2.5,1.7,8.5,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1847,NA,N,2.35,2.6,1.8,11,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1847,NA,N,2.3,4,3.6,23,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1847,NA,N,2.7,3.8,3.2,15,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1848,NA,N,1.9,1.4,2.6,11.4,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1848,NA,N,1.92,2.1,2.5,10.8,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1848,NA,N,2.4,3.2,2.9,16,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1848,NA,N,2.65,4,3.8,17,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1848,NA,N,2.86,5,3.6,21.3,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1849,NA,N,2.25,2.4,2,23.5,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1849,NA,N,2.3,3.4,3.2,21.1,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1849,NA,N,2.5,4.1,4.8,24,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1849,NA,N,2.55,5.1,4.3,30,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1849,NA,N,3.3,5.5,5.2,30.5,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1850,NA,N,2.94,3.2,3.3,22.8,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1850,NA,N,3.1,2.8,2.3,22.2,D,1
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1850,NA,N,3.37,2.8,3.7,28,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1850,NA,N,3.4,5,3.9,NA,NA,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_etbaica,1850,NA,N,3.6,3.2,3.4,32,D,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1861,NA,N,2.45,2.55,3.1,15.4,D,3
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1861,NA,N,NA,NA,NA,NA,NA,NA
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1861,NA,N,2.6,4.5,5,17,C,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1861,NA,N,2.5,4.3,5,18,C,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1861,NA,N,3,6,5.2,18.3,D,4
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1862,NA,N,2.55,2.8,3.5,16.7,D,1
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1862,NA,N,NA,NA,NA,NA,NA,NA
3,2011,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1862,NA,N,3.1,6.3,5.8,NA,NA,1
4,2012,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1862,NA,N,2.72,6.5,4.9,NA,NA,1
5,2013,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1862,NA,N,3.36,6.4,4.8,NA,NA,1
1,2009,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1863,NA,N,1.8,3.25,2.25,15.3,D,3
2,2010,CENTRAL,TOTAL,2,C2TOTAL,Acacia_mellifera,1863,NA,N,NA,NA,NA,NA,NA,NA
