SURVEY,YEAR,SITE,TREATMENT,BLOCK,PLOT,SPECIES,ORIGINAL_TAG,NEW_TAG,DEAD,HEIGHT,AXIS_1,AXIS_2,CIRC,MEASUREMENT,STEMS
5,2013,SOUTH,OPEN,3,S3OPEN,Croton,1270,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,SOUTH,OPEN,3,S3OPEN,Balanites,1281,NA,N,1.9,1.8,2.1,16.9,D,2
2,2010,SOUTH,OPEN,3,S3OPEN,Balanites,1281,NA,N,1.91,1.5,1.6,8.4,D,2
3,2011,SOUTH,OPEN,3,S3OPEN,Balanites,1281,NA,N,1.55,2,1.5,14,C,1
4,2012,SOUTH,OPEN,3,S3OPEN,Balanites,1281,NA,N,1.7,1.3,1.15,1,C,NA
5,2013,SOUTH,OPEN,3,S3OPEN,Balanites,1281,NA,N,1.78,1.9,1.9,15.9,D,3
1,2009,SOUTH,OPEN,3,S3OPEN,Balanites,1282,NA,N,5.81,4.9,4,70.5,C,1
2,2010,SOUTH,OPEN,3,S3OPEN,Balanites,1282,NA,N,5.85,5.1,4.2,28.3,D,2
3,2011,SOUTH,OPEN,3,S3OPEN,Balanites,1282,NA,N,5.2,8.6,4.7,65,C,1
4,2012,SOUTH,OPEN,3,S3OPEN,Balanites,1282,NA,N,5.37,3.1,4.3,1,C,NA
5,2013,SOUTH,OPEN,3,S3OPEN,Balanites,1282,NA,N,5.28,6.8,4.5,73,C,1
1,2009,SOUTH,OPEN,3,S3OPEN,Balanites,1283,NA,N,5.34,3.7,5.4,55,C,1
2,2010,SOUTH,OPEN,3,S3OPEN,Balanites,1283,NA,N,5.6,6.2,4,13.2,D,3
3,2011,SOUTH,OPEN,3,S3OPEN,Balanites,1283,NA,N,6.9,7.1,5.5,45,C,1
4,2012,SOUTH,OPEN,3,S3OPEN,Balanites,1283,NA,N,4.9,4.7,5.3,1,C,NA
5,2013,SOUTH,OPEN,3,S3OPEN,Balanites,1283,NA,N,5.05,6.1,5.8,46,D,3
1,2009,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1301,NA,N,1.25,3.2,2.7,19.4,D,2
2,2010,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1301,NA,N,1.35,1,1,16.3,D,1
3,2011,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1301,NA,N,1.6,1.2,1.8,1,C,NA
4,2012,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1301,NA,Y,NA,NA,NA,NA,NA,NA
5,2013,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1301,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1302,NA,N,1.2,1,1.25,11.3,D,1
2,2010,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1302,NA,N,1.4,1.3,1.5,11.2,D,1
3,2011,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1302,NA,N,1.4,1.8,1.3,1,C,NA
4,2012,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1302,NA,N,0.9,1.3,1.1,11,C,NA
5,2013,SOUTH,OPEN,3,S3OPEN,Acacia_drepanolobium,1302,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1321,NA,N,1.94,1.7,1.85,9.2,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1321,NA,N,2,2.2,2.5,8.5,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1321,NA,N,1.9,2.1,1.5,12,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1321,NA,N,1.9,3,3,11,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1321,NA,N,1.9,2.3,2.1,16.6,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1322,NA,N,1.65,2.1,1.75,8.3,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1322,NA,N,1.8,2.1,2.2,7.2,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1322,NA,N,1.6,2,1.6,11,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1322,NA,N,1.5,3,2.7,12,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1322,NA,N,1.52,2.5,2.1,12.3,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1323,NA,N,2.59,3.2,2.4,18.5,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1323,NA,N,2.3,3.3,3.2,17.2,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1323,NA,N,2.7,4.3,3.1,22,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1323,NA,N,2.5,3.9,3.7,29,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1323,NA,N,2.77,3.9,3.6,28.7,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1324,NA,N,3.17,2,2.9,24.4,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1324,NA,N,3.15,3.3,2.8,19.9,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1324,NA,N,3.15,3.6,3.2,23,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1324,NA,N,3,3.7,3.9,23,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1324,NA,N,3,3.1,2.8,25.5,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1325,NA,N,2.76,3.4,5,30.9,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1325,NA,N,2.65,3.4,2.7,10.5,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1325,NA,N,3.3,4.3,3.5,14,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1325,NA,N,3.7,5.5,4,40,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1325,NA,N,3.55,4.4,5.3,13,D,2
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1326,NA,N,2.64,2.25,2.45,24.8,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1326,NA,N,2.55,3.2,3.6,9.4,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1326,NA,N,2.8,3.7,3.4,33,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1326,NA,N,3.5,5,4.9,36,C,2
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1326,NA,N,3.55,4.3,4.1,36.6,D,2
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1327,NA,N,2.39,2.95,2.3,13.4,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1327,NA,N,2.2,3.1,3.3,13.6,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1327,NA,N,2.7,4.1,3.2,15,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1327,NA,N,3,4.4,3.7,23,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1327,NA,N,2.95,4.3,4.1,21.6,D,2
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1328,NA,N,3.16,2.7,3.8,23.3,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1328,NA,N,2.9,3.2,3.7,19.9,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1328,NA,N,3.3,4,3.3,25,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1328,NA,N,3.4,4.7,4,26,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1328,NA,N,3.21,5.2,2.6,32,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1329,NA,N,2.3,1.6,1.7,10.5,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1329,NA,N,2.35,2.3,2.3,11.9,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1329,NA,N,2.35,2.9,2.5,12,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1329,NA,N,2.2,3.1,3,13,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1329,NA,N,2.35,2.5,2.1,15.4,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1330,NA,N,4.65,5.5,7.3,70.1,C,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1330,NA,N,4.7,6.7,7.1,22,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1330,NA,N,5.1,7.5,3.6,66,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1330,NA,N,4.9,8,7.5,65,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_etbaica,1330,NA,N,4.56,6.9,5.5,65.3,C,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1341,NA,N,2.8,3.1,1.2,16.4,D,4
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1341,NA,N,3.06,5.16,3.45,15.8,D,3
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1341,NA,N,3,5.6,4.9,20,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1341,NA,N,3.3,5.5,5,20,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1341,NA,N,3.65,6.3,5.4,23.5,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1342,NA,N,2.65,2.4,3.1,23.1,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1342,NA,N,2.75,3.2,2.5,12.9,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1342,NA,N,3.2,4.2,3.9,30,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1342,NA,N,3.5,4,3.9,30,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1342,NA,N,3.95,3.7,3.5,31.3,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1343,NA,N,3.1,3.6,2.7,13,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1343,NA,N,3.35,3.69,3.29,15.8,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1343,NA,N,3.25,3.6,3.4,15,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1343,NA,N,3.3,5.1,4.6,20,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1343,NA,N,3.75,4.3,3.8,18.2,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1344,NA,N,2.2,2,1.69,22.2,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1344,NA,N,2.36,2.3,3,14,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1344,NA,N,2.75,2.1,1.9,15,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1344,NA,N,2.6,3.8,3.2,17,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1344,NA,N,2.9,2.3,2.4,17,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1345,NA,N,2,2.05,1.8,11,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1345,NA,N,2.15,3.1,2.5,11,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1345,NA,N,2.35,3.7,2.7,14,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1345,NA,N,2.5,5.8,4.9,16,C,2
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1345,NA,N,2.8,5.3,2.6,14.4,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1346,NA,N,3,3.4,3.9,19.7,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1346,NA,N,3.7,3.4,3.2,14.5,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1346,NA,N,3.8,4.4,3.9,22,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1346,NA,N,3.2,5.1,5,24,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1346,NA,N,3.75,5.3,3.9,22.5,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1347,NA,N,3.2,4.6,3.6,19.4,D,4
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1347,NA,N,3.35,3.8,4.1,6.3,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1347,NA,N,3.7,4.9,4.2,25,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1347,NA,N,4.6,7.5,6.9,30,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1347,NA,N,4.29,6.1,5.1,24,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1348,NA,N,1.77,1.75,2.7,16.9,D,1
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1348,NA,N,1.3,2.9,2.85,15.5,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1348,NA,N,2.35,3.5,3.3,19,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1348,NA,N,3.6,4.7,4.9,21,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1348,NA,N,2.7,3.6,3.2,22,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1349,NA,N,3.21,2.5,3.2,21,D,3
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1349,NA,N,3.05,3.8,3.4,24.7,D,1
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1349,NA,N,3.6,4.9,4.8,27,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1349,NA,N,3.5,4.3,4.7,22,C,2
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1349,NA,N,3.4,5.2,3.5,22.1,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1350,NA,N,2.4,2.9,3.4,15.3,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1350,NA,N,2.37,4.2,4.1,15.1,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1350,NA,N,3,5.2,4.2,15,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1350,NA,N,3.25,4.6,4.9,21,C,2
5,2013,SOUTH,MESO,3,S3MESO,Acacia_mellifera,1350,NA,N,3.15,5.1,4.6,22,D,2
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1361,NA,N,3.25,1.9,1.6,10.1,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1361,NA,N,3.45,3.6,3.5,12,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1361,NA,N,4.9,1.7,3.2,11,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1361,NA,N,3.2,5,4.5,11,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1361,NA,N,4.87,4.3,3.5,11,D,1
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1362,NA,N,3.54,3.4,2.5,7.9,D,8
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1362,NA,N,2.7,2.4,3.5,7.2,D,4
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1362,NA,N,3.35,4,3.4,10,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1362,NA,N,3.6,5,3.8,6,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1362,NA,N,3.65,3.5,3.3,7.4,D,2
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1363,NA,N,2.3,3.01,2.4,7.5,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1363,NA,N,2.9,1.9,3.7,14.5,D,5
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1363,NA,N,3.47,3.9,3.1,12,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1363,NA,N,3.65,3.5,3.2,23,C,3
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1363,NA,N,3.76,4.1,3.6,9.1,D,6
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1364,NA,N,3.6,3.15,3.4,10.8,D,9
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1364,NA,N,3.55,4.9,4.1,2.8,D,6
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1364,NA,N,4,3.3,3,13,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1364,NA,N,3.4,5.9,5.4,14,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1364,NA,N,3.85,4.2,3.3,11.5,D,3
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1365,NA,N,2.17,2.2,1.75,7,D,2
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1365,NA,N,2.2,2.8,3.2,7.4,D,2
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1365,NA,N,3,2.5,2.3,9,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1365,NA,N,3.3,3.4,3,9,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1365,NA,N,3.49,3.8,3.2,8.5,D,3
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1366,NA,N,3.15,3.01,4.42,11.8,D,9
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1366,NA,N,3,4.9,4.6,11.3,D,9
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1366,NA,N,3.2,3.9,2.2,14,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1366,NA,N,3.1,6,5.5,7,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1366,NA,N,3.35,4.9,3.7,12,D,6
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1367,NA,N,3.12,4.3,3.15,12.7,D,14
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1367,NA,N,3.2,1.9,3.6,8.5,D,10
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1367,NA,N,3.45,4.1,3.5,11,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1367,NA,N,3.45,4,3.7,10,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1367,NA,N,3.4,2.9,1.7,9.1,D,3
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1368,NA,N,2.6,2.75,1.8,6.8,D,9
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1368,NA,N,2.9,1.7,2.5,5.1,D,11
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1368,NA,N,3,4.2,3.3,10,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1368,NA,N,3,5,3.5,10,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1368,NA,N,3.35,4.2,3.9,10.9,D,10
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1369,NA,N,2.3,2.9,2.7,7.4,D,6
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1369,NA,N,2.7,2.4,2.8,8.6,D,7
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1369,NA,N,2.9,2.9,3.4,4,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1369,NA,N,2.8,4,3,5,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1369,NA,N,2.95,3.1,2.7,7.3,D,7
1,2009,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1370,NA,N,2.45,1.95,2.4,8.8,D,7
2,2010,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1370,NA,N,2.85,2.6,3,8.9,D,4
3,2011,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1370,NA,N,2.55,3.3,3,10,C,1
4,2012,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1370,NA,N,2.6,3.2,3,12,C,1
5,2013,SOUTH,MESO,3,S3MESO,Acacia_brevispica,1370,NA,N,2.8,3.3,2.8,11,D,2
1,2009,SOUTH,MESO,3,S3MESO,Croton,1381,NA,N,1.94,2.3,3,13.9,D,2
2,2010,SOUTH,MESO,3,S3MESO,Croton,1381,NA,N,1.9,2.2,2.9,11.1,D,2
3,2011,SOUTH,MESO,3,S3MESO,Croton,1381,NA,N,1.9,1.8,2.4,14,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1381,NA,N,1.7,3.9,3,10,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1381,NA,N,1.92,1.8,2.1,16.3,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1382,NA,N,1.44,1.85,1.35,8.7,D,1
2,2010,SOUTH,MESO,3,S3MESO,Croton,1382,NA,N,1.42,1.7,1.3,4.2,D,2
3,2011,SOUTH,MESO,3,S3MESO,Croton,1382,NA,N,1.5,1.6,1.4,5,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1382,NA,N,1.4,2.3,1.5,6,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1382,NA,N,1.45,1.8,1.6,7,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1383,NA,N,2.06,2.4,3.5,13.9,D,1
2,2010,SOUTH,MESO,3,S3MESO,Croton,1383,NA,N,2.04,4,3.9,7.3,D,10
3,2011,SOUTH,MESO,3,S3MESO,Croton,1383,NA,N,2,3.9,3.6,9,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1383,NA,N,2,4.5,4,8,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1383,NA,N,2.1,3.6,2.9,11.6,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1384,NA,N,2.38,2.1,2.9,27,D,2
2,2010,SOUTH,MESO,3,S3MESO,Croton,1384,NA,N,2.1,2.4,2.5,5,D,8
3,2011,SOUTH,MESO,3,S3MESO,Croton,1384,NA,N,2.45,3.1,2.9,6,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1384,NA,N,2.2,3.5,3.5,5,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1384,NA,N,2.32,2.7,2.3,6,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1385,NA,N,1.77,1.55,1.15,5.6,D,1
2,2010,SOUTH,MESO,3,S3MESO,Croton,1385,NA,N,2.1,1.9,2,3.4,D,2
3,2011,SOUTH,MESO,3,S3MESO,Croton,1385,NA,N,2.3,1.9,1.7,5,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1385,NA,N,2.2,3,2.5,8,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1385,NA,N,2.3,3,2.4,8,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1386,NA,N,2.58,3.3,2.7,13.5,D,11
2,2010,SOUTH,MESO,3,S3MESO,Croton,1386,NA,N,2.34,3.3,3.3,6.3,D,10
3,2011,SOUTH,MESO,3,S3MESO,Croton,1386,NA,N,2.65,4.4,3.9,6,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1386,NA,N,2.6,3.7,3.6,7,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1386,NA,N,2.87,4.2,3.5,7,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1387,NA,N,2.17,1.85,2.1,11.5,D,6
2,2010,SOUTH,MESO,3,S3MESO,Croton,1387,NA,N,2.3,2.1,2.6,4.9,D,4
3,2011,SOUTH,MESO,3,S3MESO,Croton,1387,NA,N,2.7,2.7,2.3,9,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1387,NA,N,2.5,3.5,3,6,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1387,NA,N,3.09,3,2.7,8,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1388,NA,N,1.62,1.2,0.9,7,D,1
2,2010,SOUTH,MESO,3,S3MESO,Croton,1388,NA,N,1.5,1.1,1.3,7.6,D,1
3,2011,SOUTH,MESO,3,S3MESO,Croton,1388,NA,N,2.1,1.7,1.6,8,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1388,NA,N,2.1,2.8,2.1,11,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1388,NA,N,2.45,2.1,1.7,11.6,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1389,NA,N,2.49,2.25,2.6,18.5,D,4
2,2010,SOUTH,MESO,3,S3MESO,Croton,1389,NA,N,2.15,2.6,2.7,6.5,D,4
3,2011,SOUTH,MESO,3,S3MESO,Croton,1389,NA,N,2.7,2.7,2.6,11,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1389,NA,N,2.6,3.6,3.4,10,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1389,NA,N,2.75,3.6,3.1,29.4,D,1
1,2009,SOUTH,MESO,3,S3MESO,Croton,1390,NA,N,1.59,1.7,2.05,10.4,D,1
2,2010,SOUTH,MESO,3,S3MESO,Croton,1390,NA,N,2,2.1,2.4,3.2,D,4
3,2011,SOUTH,MESO,3,S3MESO,Croton,1390,NA,N,2.6,2.4,2.1,13,C,1
4,2012,SOUTH,MESO,3,S3MESO,Croton,1390,NA,N,2.6,3,2.7,8,C,1
5,2013,SOUTH,MESO,3,S3MESO,Croton,1390,NA,N,2.55,2.6,2.1,14.8,D,1
1,2009,SOUTH,MESO,3,S3MESO,Balanites,1401,NA,N,4.45,3.7,4.7,28,D,1
2,2010,SOUTH,MESO,3,S3MESO,Balanites,1401,NA,N,4.1,4.8,5.4,27.4,D,1
3,2011,SOUTH,MESO,3,S3MESO,Balanites,1401,NA,N,4.6,5.1,4.7,33,C,1
4,2012,SOUTH,MESO,3,S3MESO,Balanites,1401,NA,N,3.9,7,6,34,C,1
5,2013,SOUTH,MESO,3,S3MESO,Balanites,1401,NA,N,4.41,5.1,4.3,40,D,1
1,2009,SOUTH,MESO,3,S3MESO,Balanites,1402,NA,N,3.37,2.7,5.4,24.8,D,1
2,2010,SOUTH,MESO,3,S3MESO,Balanites,1402,NA,N,3.3,4.1,3.2,29.8,D,1
3,2011,SOUTH,MESO,3,S3MESO,Balanites,1402,NA,N,5,5.9,3.7,35,C,2
4,2012,SOUTH,MESO,3,S3MESO,Balanites,1402,NA,NA,3.3,5.7,5,37,C,1
5,2013,SOUTH,MESO,3,S3MESO,Balanites,1402,NA,N,4.5,5.2,4.8,37,D,1
1,2009,SOUTH,MESO,3,S3MESO,Balanites,1403,NA,N,1.8,1.35,1.8,10.8,D,1
2,2010,SOUTH,MESO,3,S3MESO,Balanites,1403,NA,N,1.8,2.4,2.5,9.1,D,1
3,2011,SOUTH,MESO,3,S3MESO,Balanites,1403,NA,N,2.8,2.4,1.9,12,C,1
4,2012,SOUTH,MESO,3,S3MESO,Balanites,1403,NA,NA,NA,NA,NA,NA,NA,NA
